pull_timestamp,season,data_through,games_fetched,players_fetched,pbp_games_success,pbp_games_failed,source_versions
2026-03-28T17:10:01.614711+00:00,2025-26,2026-03-28,115,27,115,0,"{""nba_api"": ""1.11.4"", ""pbpstats"": ""1.3.11"", ""pandas"": ""2.2.3"", ""requests"": ""2.32.3""}"
